 Reference Number,  Created Date,"Consumer Address, City","Consumer Address, State Code",Company Name,"Company Phone, Area Code","Company Phone, Number","Company Phone, Extension",Complaint Info Initial Contact Method,Complaint Info Product Service Code
52637267,04/03/2014,Arleta|Sylmar,CA|CA,IRS,888,9181021,,Phone Call: Landline,9043
52637271,04/03/2014,,,IRS,585,3181106,,Phone Call: Landline,9043
52637311,04/03/2014,,,IRS,,,,Phone Call: Landline,9043
52637321,04/03/2014,Kansas City,MO,IRS,,,,Phone Call: Mobile/Cell,9043
52637406,04/03/2014,Pearl City,HI,IRS,585,6331792,,Phone Call: Landline,9043
52637423,04/03/2014,Albuquerque,NM,IRS,202,2411818,,,9043
52637428,04/03/2014,Aiken,SC,Internal Revenue Service,415,2510522,,,9043
52642165,04/03/2014,Cape Coral,FL,IRS,415,2510522,,Phone Call: Landline,9043
52642226,04/03/2014,Redman,WA,IRS,202,3243000,,Phone Call: Landline,9043
52642288,04/03/2014,Ridgewood,NJ,IRS,,,,Phone Call: Landline,9043
52642296,04/03/2014,Sandy,UT,Internal Revenue Service,866,9788345,,Phone Call: Landline,9043
52642300,04/03/2014,Coconut creek ,FL,IRS,,,,Phone Call: Mobile/Cell,9043
52642324,04/03/2014,Fremont,CA,IRS|Not Provided,202|202,7512538|6004535,|186,Phone Call: Landline,9043
52642332,04/03/2014,,,IRS,,,,,9043
52642404,04/04/2014,Woodstock,CT,IRS,333,0002152,,Phone Call: Landline,9043
52642511,04/04/2014,Villa Park,IL,IRS,866,9787999,,Phone,9043
52642514,04/04/2014,,FL,IRS,202,5069084,,,9043
52642517,04/04/2014,,,IRS,202,8083658,,Phone Call: Landline,9043
52642579,04/04/2014,New York,NY,IRS,917,5778393,,Phone Call: Landline,9043
52642609,04/04/2014,Semmes,AL,IRS,202,5069044,,Phone,9043
52642614,04/04/2014,Satelite Beach,CA,IRS,585,6331814,,Phone Call: Mobile/Cell,9043
52642623,04/04/2014,Alburquerque,NM,IRS,202,5069044,,Phone,9043
52642670,04/04/2014,Wisconsin Rapids,WI,IRS Agent,202,7512562,,Phone,9043
52642745,04/04/2014,Wexford,PA,IRS Agent,202,4704026,,Phone,9043
52642747,04/04/2014,Canton,MA,IRS,415,2516183,,Phone,9043
52642799,04/04/2014,Beverton|Beverton,OR|OR,IRS,585,3181106,,Phone Call: Landline,9043
52642808,04/04/2014,Canton,MA,IRS,415,2516183,,Phone Call: Landline,9043
52642830,04/04/2014,,CA,IRS,347,5476412,,Phone Call: Landline,9043
52642867,04/04/2014,,,Pretended to be Irs,202,6505442,,Phone Call: Landline,9043
52642878,04/04/2014,Princeton,NJ,IRS Federal Crime Enforcement Network,202,8640297,,Phone Call: Landline,9043
52642893,04/04/2014,Linden Hurst,NY,IRS,,,,Phone Call: Landline,9043
52642942,04/04/2014,Mathews,NC,IRS,888,9180509,,Phone,9043
52642950,04/04/2014,Howell,NJ,IRS,415,2510522,,Phone Call: Mobile/Cell,9043
52643055,04/04/2014,Canton,MI,Said he was IRS agent,202,2416439,,Phone Call: Landline,9043
52643074,04/04/2014,Collegeville,PA,IRS,315,2106164,,Phone Call: Landline,9043
52645718,04/03/2014,Pearland,TX,Internal Revenue Service,415,2510522,,Phone Call: Mobile/Cell,9043
52645787,04/03/2014,Freeport,IL,IRS,415,2510522,,Phone Call: Landline,9043
52645831,04/03/2014,Northborough,MA,IRS,202,2414529,,Phone Call: Landline,9043
52645873,04/03/2014,Encinitas,CA,IRS,415,2510522,,Phone Call: Mobile/Cell,9043
52645907,04/03/2014,Anaheim,CA,IRS Legal  Department,888,9098081,,Phone Call: Landline,9043
52645966,04/03/2014,,CO,IRS tax crimes unit,202,2396535,,Phone Call: Landline,9043
52646073,04/04/2014,Charlotte,NC,IRS,202,5069085,,Phone Call: Mobile/Cell,9043
52646102,04/04/2014,Odessa,MO,IRS,202,2392240,,Phone Call: Landline,9043
52646105,04/04/2014,,NY,Internal Revenue Service Dept,415,2510522,,Phone Call: Landline,9043
52646181,04/04/2014,Calabash,NC,IRS Tax Audit Dept,866,9788345,,Phone Call: Landline,9043
52646183,04/04/2014,Independence,MO,IRS,202,2416439,,Phone Call: Landline,9043
52646197,04/04/2014,Miami,FL,IRS|FPL,415|877,2510522|2130022,|,Phone,9043|0350
52646245,04/04/2014,Denver|Denver,CO|CO,IRS,888,5080325,,Phone Call: Landline,9043
52646372,04/04/2014,Salinas,CA,IRS,585,6331814,,Phone Call: Landline,9043
52646422,04/04/2014,Floral Park,NY,IRS,202,2390485,,Phone Call: Landline,9043
52646519,04/04/2014,South Milwaukee,WI,IRS,585,4446935,,Phone Call: Mobile/Cell,9043
52646530,04/04/2014,St. Louis|St. Louis,MO|MO,IRS,517,8274877,,Phone Call: Mobile/Cell,9043
52646565,04/04/2014,Walpole,MA,IRS,415,2518500,,Phone Call: Mobile/Cell,9043
52654628,04/04/2014,,,Internal Revenue Service,,,,Phone Call: Landline,9043
52654669,04/04/2014,Manchester,MI,IRS,415,2518500,,Phone Call: Mobile/Cell,9043
52654704,04/04/2014,Torrance,CA,IRS,888,9181092,,Phone Call: Landline,9043
52654713,04/04/2014,Clarksville,MD,IRS,206,4364774,,Phone,9043
52654752,04/04/2014,Pembroke,MA,IRS,202,2416439,,Phone Call: Landline,9043
52654782,04/04/2014,,,IRS,202,8083682,,Phone Call: Landline,9043
52654797,04/04/2014,Marysville,WA,IRS,202,2414600,,Phone Call: Landline,9043
52654847,04/04/2014,Port Orchard,WA,IRS,415,2510522,,Phone Call: Mobile/Cell,9043
52654851,04/04/2014,Lake Worth,FL,IRS,315,2106164,,Phone Call: Landline,9043
52654944,04/04/2014,Lumberton,NC,IRS Agent,202,3043000,,Phone,9043
52655011,04/04/2014,Could,AR,IRS,516,5157848,,Phone,9043
52655135,04/04/2014,Fern,MI,IRS,415,2510522,,Phone Call: Landline,9043
52655136,04/04/2014,S Hadley,MA,IRS,716,2427163,,Phone Call: Landline,9043
52655167,04/04/2014,London|London,KY|KY,IRS,202,2807316,,Phone Call: Landline,9043
52655182,04/04/2014,Lafayette,IN,IRS,206,5673255,,Phone Call: Landline,9043
52655230,04/04/2014,New Fairfield,CT,Pretending to be IRS,202,2807316,,,9043
52655247,04/04/2014,Sunrise,FL,IRS,,,,Phone Call: Landline,9043
52655278,04/04/2014,Sioux Falls,SD,IRS,202,4590939,,Phone Call: Landline,9043
52655398,04/04/2014,,,IRS,415,2510522,,Phone Call: Landline,9043
52655402,04/04/2014,Northfield|Northfield,MN|MN,IRS:HCS Tax Collection Dept,202,2390567,,Phone Call: Landline,9043
52655427,04/04/2014,Cliftside Park,NJ,IRS,202,2413122,,Phone Call: Landline,9043
52655476,04/04/2014,San Jose,CA,IRS Criminal Investigations|Unknown,202|202,7512478|2397025,|,Phone Call: Landline,9043|9000
52655478,04/04/2014,Laguna Niguel,CA,IRS,888,9181021,,Phone,9043
52655495,04/04/2014,Austin,TX,IRS,202,8083682,,Phone Call: Landline,9043
52655522,04/04/2014,Fairborn,OH,IRS,347,5590378,,Phone Call: Landline,9043
52658256,04/04/2014,,,IRS,213,3750942,,Phone Call: Landline,9043
52658302,04/04/2014,Albuquerque,NM,IRS,058,5633181,,Phone Call: Landline,9043
52658307,04/04/2014,,,IRS Federal Agency,202,4590947,,Phone Call: Landline,9043
52658346,04/04/2014,,TX,IRS,202,5069044,,Internet/E-mail,9043
52658347,04/04/2014,Houston,TX,IRS,202,6004689,,Phone Call: Landline,9043
52658352,04/04/2014,Dassel,MN,IRS,786,3989367,,Phone Call: Landline,9043
52658496,04/04/2014,Richmond|Richmond,TX|TX,IRS,,,,Phone Call: Landline,9043
52658523,04/04/2014,Rochester,NY,IRS Telephone Scam,415,2510522,,Phone Call: Mobile/Cell,9043
52658571,04/04/2014,,CA,IRS,,,,,9043
52658579,04/04/2014,Las Vegas|Las Vegas,NV|NV,IRS,206,4144646,,Phone,9043
52658672,04/04/2014,Hollis,NY,IRS,888,9180509,,Phone Call: Mobile/Cell,9043
52658692,04/04/2014,,AL,IRS officer,202,4590939,,Phone Call: Landline,9043
52658748,04/04/2014,Wayne Creek,AZ,IRS,202,2410697,,Phone Call: Landline,9043
52658801,04/04/2014,,,IRS,,,,Phone Call: Landline,9043
52658883,04/04/2014,Winter Haven,FL,IRS,202,5069085,,Phone Call: Landline,9043
52658886,04/04/2014,Bronx,NY,IRS,866,9788220,,Phone Call: Landline,9043
52658901,04/04/2014,Temecula,CA,IRS,,,,Phone,9043
52659081,04/04/2014,Whitsett,NC,IRS,585,4928480,,Phone Call: Landline,9043
52659109,04/04/2014,Stockton,CA,IRS,773,7478709,,Phone Call: Landline,9043
52665166,04/04/2014,Ridgefield Park,NJ,IRS,979,7055132,,Phone Call: Landline,9043
52665172,04/04/2014,Ansonia|New Haven,CT|CT,IRS,315,2106164,,Phone Call: Landline,9043
52665233,04/04/2014,Springfield,MA,IRS,415,2510522,,Phone Call: Landline,9043
52665245,04/04/2014,Sunnyvale|Sunnyvale,CA|CA,IRS,,,,Phone Call: Mobile/Cell,9043
52665277,04/04/2014,,,IRS,,,,,9043
52665290,04/04/2014,Calabasas,CA,IRS,716,8012551,,Phone Call: Landline,9043
52665329,04/04/2014,Rutherford,NJ,IRS,202,2416439,,Phone Call: Landline,9043
52665386,04/04/2014,Louisville,KY,IRS,202,2414529,,Phone Call: Landline,9043
52665400,04/04/2014,NE Renton,WA,IRS,202,8083658,,Phone Call: Landline,9043
52665423,04/04/2014,Chesterfield,MO,I don't know-fake IRS call,213,9929913,,,9043
52665669,04/05/2014,Plainfield,IL,IRS|IRS Call back number,585|585,5686661|6331814,|,Phone Call: Landline,9043
52665721,04/05/2014,Diamond Bar,CA,claiming to be IRS,,,,Phone Call: Landline,9043
52665725,04/05/2014,houston,TX,irs,,,,Phone Call: Mobile/Cell,9043
52665756,04/05/2014,Boise,ID,IRS,415,2518500,,Phone Call: Mobile/Cell,9043
52665777,04/05/2014,Puyallup,WA,IRS Legal Department,888,5080325,,Phone Call: Landline,9043
52665800,04/05/2014,,,"""IRS""",,,,Phone Call: Mobile/Cell,9043
52668736,04/04/2014,,MT,IRS Federal Tax Investigation Department,202,2391326,,Phone Call: Landline,9043
52668742,04/04/2014,Paramus,NJ,IRS,202,2416439,,Phone Call: Landline,9043
52668778,04/04/2014,Charlestown,MA,IRS,347,7573488,,Phone Call: Landline,9043
52668845,04/04/2014,Arrollo Grande,CA,IRS,202,7512454,,Phone,9043
52668858,04/04/2014,,,IRS,866,9788320,,Phone Call: Mobile/Cell,9043
52668939,04/04/2014,,,IRS,202,2414529,,Phone Call: Landline,9043
52668999,04/04/2014,,TX,IRS,202,5069084,,Phone Call: Mobile/Cell,9043
52669043,04/05/2014,San Jose,CA,IRS,415,2518500,,Phone Call: Mobile/Cell,9043
52669133,04/05/2014,,,IRS,202,2807395,,Phone Call: Landline,9043
52669141,04/05/2014,,CA,IRS,,,,,9043
52669173,04/05/2014,Orlando,FL,IRS,,,,,9043
52669221,04/05/2014,,CA,Internal Revenue Service,585,6331792,,Phone Call: Landline,9043
52669250,04/05/2014,Ashburn,VA,IRS Agent,,,,,9043
52669253,04/05/2014,Ider,AL,IRS Internal Revenue,,,,Phone Call: Landline,9043
52669286,04/05/2014,,PA,irs,,,,Phone Call: Mobile/Cell,9043
52669360,04/05/2014,Dayton,OH,Internal Revenue Service,,,,Phone Call: Landline,9043
52669715,04/07/2014,HATBORO,PA,IRS,585,4446935,,Phone Call: Landline,9043
52675144,04/07/2014,Akron|Akron,OH|OH,IRS,585,4446395,,Phone Call: Landline,9043
52675191,04/07/2014,Mentor,OH,IRS,,,,,9043
52675244,04/07/2014,Whitney,TX,IRS,876,5566460,,Phone Call: Landline,9043
52675259,04/07/2014,Forth Worth,TX,IRS,202,2414038,,Phone Call: Landline,9043
52675269,04/07/2014,Kearny,NJ,IRS (alleged),202,7512559,,Phone Call: Landline,9043
52675289,04/07/2014,Port Allen,LA,IRS,202,2411427,,Phone Call: Landline,9043
52675308,04/07/2014,Boyne City,MI,IRS,985,6331814,,Phone Call: Landline,9043
52675326,04/07/2014,,,IRS,800,8305084,,Mail,9043
52675390,04/07/2014,,,IRS,,,,Phone Call: Mobile/Cell,9043
52675430,04/07/2014,Clinton,IA,IRS,202,7548077,,Phone Call: Landline,9043
52675491,04/07/2014,Eddington,,IRS,415,2517090,,Phone,9043
52675536,04/07/2014,Swampscogg,MA,IRS,585,4446935,,Phone,9043
52675604,04/07/2014,,,IRS,202,2416439,,,9043
52675661,04/07/2014,Loveland,OH,IRS,415,2510522,,Phone,9043
52675693,04/07/2014,Clarksville,IN,IRS,585,6331792,,Phone,9043
52675721,04/07/2014,Council West,IA,IRS,202,5069044,,Phone Call: Landline,9043
52675774,04/07/2014,,NC,US GOVT IRS (per caller ID),512,4453403,,,9043
52676005,04/07/2014,Elgin|South Berrington,IL|IL,IRS,202,3243000,,Phone Call: Landline,9043
52676017,04/07/2014,Palmer,AK,IRS,415,2518361,,Phone,9043
52687563,04/07/2014,Mont Claire,NJ,IRS,202,5069060,,Phone Call: Mobile/Cell,9043
52687673,04/07/2014,DeSoto|DeSoto,TX|TX,IRS,415,2518504,,Phone,9043
52687694,04/07/2014,|,|,IRS,206,2596423,,Phone Call: Landline,9043
52687757,04/07/2014,Wheaton,IL,IRS,415,2518504,,Phone Call: Mobile/Cell,9043
52687787,04/07/2014,Troy,MI,Irs,,,,Phone Call: Mobile/Cell,9043
52687809,04/07/2014,,,IRS,202,2412103,,Phone,9043
52687811,04/07/2014,Los Angeles,CA,Internal Revenue Service - Tax Audit (Purports to be),888,9181021,,Phone Call: Landline,9043
52687861,04/07/2014,|Corpus Christi,|TX,IRS,202,2413122,,Phone Call: Landline,9043
52687894,04/07/2014,,,IRS tax scam,585,6331792,,,9043
52687921,04/07/2014,Tuckahoe,NY,IRS,202,2807395,,I Initiated Contact,9043
52687949,04/07/2014,Unon City,CA,IRS,716,8102551,,Phone Call: Landline,9043
52688059,04/07/2014,Washinton,DC,IRS,202,4590943,,Phone,9043
52688132,04/07/2014,Garland,TX,IRS,325,5000533,,Phone Call: Mobile/Cell,9043
52688179,04/07/2014,Hollis,NY,IRS,202,8082657,,Phone Call: Landline,9043
52688182,04/07/2014,Walnut Creek,CA,IRS,618,2210181,,Phone,9043
52688306,04/07/2014,Cape Coral,FL,IRS,202,4590939,,Phone Call: Landline,9043
52688358,04/07/2014,Golden,CO,IRS,,,,Phone Call: Landline,9043
52688441,04/07/2014,Fort Collins,CO,IRS Officer,202,5069044,,Phone Call: Landline,9043
52688485,04/07/2014,Oro Grande,CA,IRS,866,3051852,,Phone Call: Mobile/Cell,9043
52715024,04/07/2014,,,Internal Revenue Service,,,,Phone Call: Mobile/Cell,9043
52715055,04/07/2014,Staunton,IL,IRS,202,8083682,,Phone Call: Mobile/Cell,9043
52715197,04/07/2014,Rio Rancho|Rio Rancho,NM|NM,IRS,213,9929913,,Phone Call: Landline,9043
52715237,04/07/2014,Henderson,NV,IRS,415,2518101,,Phone Call: Landline,9043
52715306,04/07/2014,Fairfax,VA,IRS,206,4364774,,Phone,9043
52715330,04/07/2014,,,Tax verification department from IRS,415,2517090,,,9043
52715346,04/07/2014,,CA,IRS,,,,Phone Call: Landline,9043
52715447,04/07/2014,,TX,irs,585,3181107,,In Person,9043
52715475,04/07/2014,,NJ,This is the IRS telephone scam,415,2517090,,Phone Call: Landline,9043
52715487,04/07/2014,Edgewater,NJ,IRS,202,2413122,,Phone Call: Landline,9043
52715665,04/07/2014,Marlborough,MA,IRS,202,2390567,,Phone Call: Landline,9043
52715694,04/07/2014,Belmont,OH,IRS,210,3078922,,Phone Call: Landline,9043
52715722,04/07/2014,Los Angeles,CA,IRS,888,9180509,,Phone Call: Landline,9043
52715793,04/07/2014,North Wales,PA,IRS,202,2414886,,Phone Call: Landline,9043
52715838,04/07/2014,,,FBI and IRS,,,,Phone Call: Mobile/Cell,9043
52716652,04/07/2014,Oxford,MI,IRS,415,2510522,,Phone Call: Mobile/Cell,9043
52716681,04/07/2014,Durham,NC,IRS,202,5069044,,Phone,9043
52716698,04/07/2014,Wantagh,NY,IRS,202,2807395,,Phone Call: Mobile/Cell,9043
52716934,04/07/2014,Woodhaven,NY,IRS,202,2414890,,Phone Call: Landline,9043
52716951,04/07/2014,Orlando,FL,IRS,209,2077834,,Phone Call: Landline,9043
52716962,04/07/2014,Philadelphia,PA,IRS,202,8083682,,Phone Call: Mobile/Cell,9043
52717014,04/07/2014,Nottingham ,PA,IRS ,,,,Phone Call: Landline,9043
52717068,04/07/2014,Washington,DC,IRS,202,4590947,,Phone Call: Landline,9043
52717148,04/07/2014,|Long Beach,|CA,Criminal Investigation Division of IRS,202,2396932,,Phone Call: Landline,9043
52717166,04/07/2014,Lawrence Harbor,NJ,IRS,202,2807316,,Phone,9043
52717216,04/07/2014,Stamford|Stamford,CT|CT,IRS|Unknown,585|206,4928480|7082849,|,Phone Call: Landline,9043
52717253,04/07/2014,Huntington,NY,IRS,631,4246044,,Phone Call: Landline,9043
52717295,04/07/2014,,,claimed to be IRS,415,2510522,,Phone Call: Landline,9043
52717329,04/07/2014,Tampa,FL,IRS,202,2390483,,Phone Call: Landline,9043
52717360,04/07/2014,Lake Elsinore,CA,IRS,213,3750944,,Phone Call: Landline,9043
52717372,04/07/2014,Garland,TX,IRS,347,5590378,,Phone,9043
52717405,04/07/2014,San Diego,CA,IRS,888,9181092,,Phone Call: Landline,9043
52725090,04/07/2014,,,IRS,,,,Phone Call: Landline,9043
52725099,04/07/2014,Lake Jackson,TX,IRS,202,5069044,,Phone Call: Landline,9043
52725123,04/07/2014,Mankato,MN,IRS,517,8274853,,Phone,9043
52725147,04/07/2014,Ventnor City,NJ,IRS,202,2807316,,Phone Call: Landline,9043
52725171,04/07/2014,,,IRS,,,,Phone Call: Landline,9043
52725184,04/07/2014,,,IRS,,,,Phone Call: Landline,9043
52725197,04/07/2014,,,IRS,202,5069053,,Phone Call: Landline,9043
52725282,04/07/2014,West Milford,NJ,IRS,415,2510522,,Phone Call: Landline,9043
52725344,04/07/2014,Sanleandro,CA,IRS,202,2396932,,Phone Call: Landline,9043
52725403,04/07/2014,,CA,IRS Crime Division,773,7478709,,Phone Call: Landline,9043
52725424,04/07/2014,Worcester,MA,Claimed he was calling for the IRS,,,,Phone Call: Landline,9043
52725476,04/07/2014,Goshen,VA,IRS,202,2410694,,Phone Call: Landline,9043
52725580,04/08/2014,,,IRS,585,4446935,,Phone Call: Landline,9043
52725797,04/08/2014,Oakdale,PA,IRS,347,5590370,,Phone,9043
52725808,04/08/2014,,,IRS,202,7512455,,Phone Call: Landline,9043
52725815,04/08/2014,Midway|Midway,MA|MA,IRS,202,2390567,,Phone Call: Landline,9043
52725833,04/08/2014,Albuquerque|Albuquerque,NM|NM,IRS,253,7195126,,Phone,9043
52725893,04/08/2014,Arlington Heights,IL,IRS,888,9180509,,Phone,9043
52725900,04/08/2014,,,IRS,202,2416439,,,9043
52725941,04/08/2014,Boca Raton|Boca Raton,FL|FL,IRS,817,4004063,,Phone,9043
52726009,04/08/2014,Bear,DE,IRS,415,2510522,,Phone Call: Landline,9043
52726026,04/08/2014,El segundo,CA,"""IRS Internal Revenue Service Department""",202,2807395,,Phone Call: Landline,9043
52726036,04/08/2014,Newark,NJ,IRS,347,5590378,,Phone Call: Landline,9043
52727499,04/07/2014,Bowie,MD,IRS,202,5069044,,Phone Call: Landline,9043
52727580,04/07/2014,,,IRS,415,2510522,,Phone Call: Landline,9043
52727606,04/07/2014,Monroe Township,NJ,IRS,585,6331814,,Phone Call: Landline,9043
52727672,04/07/2014,,,IRS,,,,Phone Call: Landline,9043
52727689,04/07/2014,Glendale|Glendale,AZ|AZ,IRS,202,5343918,,Phone Call: Landline,9043
52727700,04/07/2014,Fort Worth,TX,IRS,202,6406171,,Phone Call: Mobile/Cell,9043
52727709,04/07/2014,Beverly Hills,CA,IRS,206,4364774,,Phone,9043
52727771,04/07/2014,Azul|Azul,TX|TX,IRS,817,9783477,,Phone Call: Landline,9043
52727788,04/07/2014,Centuria,WI,irs,,,,Phone Call: Mobile/Cell,9043
52727801,04/07/2014,Wood River,IL,Internal Revenue Service,,,,Phone Call: Mobile/Cell,9043
52727818,04/07/2014,Greenville,NC,IRS,888,6839683,,Phone,9043
52727836,04/07/2014,Norwood,NJ,Internal Revenue Service Crime Investigation Department,805,3545460,,Phone Call: Landline,9043
52727886,04/07/2014,Newbury Park,CA,IRS Tax Audit,206,7082849,,Phone Call: Landline,9043
52727905,04/07/2014,Bethesda,MD,Dept of the IRS,979,7055130,,Phone Call: Landline,9043
52727929,04/07/2014,,CA,IRS Dept?,206,4144646,,Phone Call: Landline,9043
52727936,04/07/2014,San Ramon,CA,IRS,202,4012452,,Phone Call: Landline,9043
52727996,04/07/2014,Mission Viejo,CA,IRS,866,9788345,,I Initiated Contact,9043
52728001,04/07/2014,Shingle Springs,CA,IRS,415,2518500,,,9043
52728030,04/07/2014,San Ramon,CA,IRS,888,9180509,,Phone Call: Landline,9043
52728156,04/07/2014,Grand Bay,AL,IRS,646,3961404,,Phone Call: Mobile/Cell,9043
52728234,04/07/2014,,OH,Internal Revenue Service,415,2510522,,Phone Call: Landline,9043
52728352,04/08/2014,Oakdale,PA,IRS* Claimed to be,202,2807395,,Phone Call: Landline,9043
52728442,04/08/2014,Amhurst,MA,IRS,585,5686665,,Phone Call: Landline,9043
52776578,04/08/2014,Elizabeth,NJ,IRS,202,2390567,,Phone Call: Landline,9043
52776601,04/08/2014,Hillsboro,OR,IRS,415,2518361,,Phone Call: Landline,9043
52776629,04/08/2014,Winter Garden,FL,IRS ,202,5069319,,Phone Call: Landline,9043
52776699,04/08/2014,Louisville,KY,IRS,202,2416439,,Phone Call: Landline,9043
52776711,04/08/2014,Liberty,SC,IRS,202,5069319,,Phone Call: Landline,9043
52776780,04/08/2014,Acton,MA,Fake IRS,,,,Phone Call: Landline,9043
52776803,04/08/2014,Port St Lucie,FL,IRS,866,9788320,,Phone Call: Landline,9043
52776852,04/08/2014,Madison,NJ,IRS,415,2510522,,Phone Call: Landline,9043
52776935,04/08/2014,San Pedro,CA,IRS,732,6457786,,Phone Call: Landline,9043
52776956,04/08/2014,West Hills,CA,IRS,415,2518500,,Phone,9043
52777043,04/08/2014,Bethlehem,PA,Criminal Investigations Dept of the IRS,202,2414600,,Phone Call: Landline,9043
52777176,04/08/2014,Palmetto,FL,IRS,210,5195382,,Phone Call: Landline,9043
52777201,04/08/2014,Seaford|Seaford,DE|DE,IRS,817,4004063,,Phone Call: Landline,9043
52777220,04/08/2014,Staton Island,NY,IRS,703,4599563,,Phone Call: Landline,9043
52777228,04/08/2014,Colombia,SC,IRS,415,2510522,,Phone Call: Landline,9043
52777278,04/08/2014,Hopelawn,NJ,IRS,213,9929913,,Phone Call: Mobile/Cell,9043
52777283,04/08/2014,,,irs,202,2807395,,Phone Call: Landline,9043
52777303,04/08/2014,Teaneck,NJ,IRS,888,9180509,,Phone Call: Landline,9043
52777349,04/08/2014,Detroit,MI,IRS,585,6331792,,Phone Call: Mobile/Cell,9043
52777363,04/08/2014,Honolulu,HI,IRS,415,2517090,,Phone Call: Landline,9043
52777415,04/08/2014,,MN,IRS,415,2517090,,,9043
52777420,04/08/2014,Salt Lake City,UT,IRS,703,4599563,,Phone Call: Mobile/Cell,9043
52777484,04/08/2014,Jersey City,NJ,IRS,517,8274853,,Phone Call: Landline,9043
52777495,04/08/2014,Carlstadt,NJ,IRS,786,3989367,,Phone Call: Mobile/Cell,9043
52777496,04/08/2014,San Diego,CA,IRS,800,5180963,,Phone Call: Landline,9043
52777524,04/08/2014,,,IRS,415,2518101,,,9043
52778534,04/08/2014,Newport Coast,CA,IRS,866,9780516,,Phone,9043
52778584,04/08/2014,Phoenix,AZ,Crime and Investigation Department of the IRS,202,2396259,,Phone,9043
52778664,04/08/2014,Jackson Heights|Jackson Heights,NY|NY,IRS Investigation Bureau,202,2414038,,Phone Call: Landline,9043
52778816,04/08/2014,Lawrenceville,GA,IRS,415,2518080,,Phone Call: Landline,9043
52778825,04/08/2014,Cheshire|Cheshire,OR|OR,IRS,585,4446935,,Phone Call: Landline,9043
52778853,04/08/2014,Tucson,AZ,IRS,415,2518361,,Phone Call: Mobile/Cell,9043
52778869,04/08/2014,Oakland,CA,IRS,,,,Phone,9043
52778971,04/08/2014,,,IRS,202,4590957,,Phone Call: Landline,9043
52779308,04/08/2014,Gardnerville,NV,IRS Audit and Fraud,866,9786002,,Phone Call: Landline,9043
52779367,04/08/2014,Renton,WA,IRS,585,6331814,,Phone Call: Landline,9043
52779369,04/08/2014,Brooklyn,NY,IRS,202,2396344,,Phone Call: Landline,9043
52779377,04/08/2014,,,IRS,,888,,Phone,9043
52779397,04/08/2014,,,IRS,202,8880169,,Phone Call: Landline,9043
52779445,04/08/2014,Las Vegas|Las Vegas,NV|NV,IRS,202,2807395,,Phone Call: Mobile/Cell,9043
52779456,04/08/2014,Riverside,CA,IRS,202,2414886,,Phone Call: Landline,9043
52779480,04/08/2014,Norfolk,VA,IRS,509,2074102,,Phone Call: Mobile/Cell,9043
52779509,04/08/2014,Pond Desert,CA,IRS,661,7480241,,Phone Call: Landline,9043
52779522,04/08/2014,San Francisco,CA,IRS,202,4590953,,Phone Call: Landline,9043
52786385,04/08/2014,Northridge,CA,IRS,202,8083658,,Phone Call: Landline,9043
52786566,04/08/2014,Albuquerque|Albuquerque,NM|NM,IRS,325,5000533,,Phone Call: Landline,9043
52786574,04/08/2014,,NY,IRS,202,7512453,,Phone Call: Landline,9043
52786639,04/08/2014,,,IRS (obviously a scam),903,9649924,,Phone Call: Mobile/Cell,9043
52786709,04/08/2014,Mill Valley|San Raphel,CA|CA,IRS,415,2510522,,Phone Call: Mobile/Cell,9043
52786766,04/08/2014,Mount Laurel,NJ,IRS,202,2416439,,Phone Call: Landline,9043
52786839,04/08/2014,Bradenton,FL,IRS,415,2518101,,Phone Call: Landline,9043
52786866,04/08/2014,Spartanburg,SC,INTERNAL REVENUE SERVICE,415,2518080,,Phone Call: Landline,9043
52786877,04/08/2014,Tucson,AZ,IRS,213,3750950,,Phone Call: Landline,9043
52786882,04/08/2014,New Braunfels,TX,IRS,585,6331792,,Phone Call: Mobile/Cell,9043
52786951,04/08/2014,,,IRS,,,,TV/Radio,9043
52786981,04/08/2014,Boca Raton,FL,IRS,213,5500439,,Phone Call: Landline,9043
52787001,04/08/2014,Elk Grove,CA,said they were IRS,202,2807395,,Phone Call: Landline,9043
52787136,04/08/2014,HOLLY HILL,FL,IRS,202,5069084,,Phone Call: Landline,9043
52787155,04/08/2014,Sunt City W,AZ,IRS,202,2412679,,Phone Call: Landline,9043
52787189,04/08/2014,Great Falls,VA,IRS,202,2410333,,Phone Call: Landline,9043
52787285,04/08/2014,West Hills,CA,IRS,206,4364774,,Phone Call: Landline,9043
52787293,04/08/2014,South Richsmond Hill|South Richsmond Hill,NY|NY,IRS,202,2414038,,Phone Call: Landline,9043
52787324,04/08/2014,Lauderdale By The Sea,FL,The man on the phone said he was from the IRS,,,,Phone Call: Landline,9043
52787973,04/08/2014,Darien,CT,IRS,,,,Phone Call: Landline,9043
52787977,04/08/2014,Stoughton,MA,IRS Agent,800,5080213,,Phone,9043
52787987,04/08/2014,Falmouth,MA,IRS,415,2518101,,Phone Call: Landline,9043
52788034,04/08/2014,Howell,NJ,IRS Investigation,202,2807316,,Phone Call: Landline,9043
52788060,04/08/2014,Coral Springs|Coral Springs,FL|FL,IRS,517,8274853,,Phone Call: Mobile/Cell,9043
52788081,04/08/2014,,,IRS,,,,Phone Call: Landline,9043
52788096,04/08/2014,New Milford,CT,IRS,213,3750948,,Phone,9043
52788109,04/08/2014,,,IRS,415,2518101,,,9043
