 Reference Number,  Created Date,"Consumer Address, City","Consumer Address, State Code",Company Name,"Company Phone, Area Code","Company Phone, Number",Complaint Info Initial Contact Method,Complaint Info Product Service Code
54407598,06/25/2014,lowry crossing,TX,IRS,,,,9043
54407601,06/25/2014,,CA,IRS,571,4020022,,9043
54407641,06/25/2014,Sylvania,OH,IRS,415,2514089,Phone Call: Landline,9043
54407647,06/25/2014,Bogota,NJ,IRS,415,2519150,Phone Call: Landline,9043
54407682,06/25/2014,Washington,DC,Wylie Investigations/IRS,202,2413634,Phone Call: Landline,9043
54407694,06/25/2014,,,Internal Revenue Service,,,Phone Call: Landline,9043
54407730,06/25/2014,Long Beach,CA,Internal Revenue Service|Courthouse Official,415|415,2519738|2519049,,9043
54407774,06/25/2014,Bridgeport,CT,IRS,,,Phone Call: Landline,9043
54407786,06/25/2014,N Vernon,IN,IRS|Unknown,202|646,2417751|6573700,Phone,9043
54407840,06/25/2014,Surprise,AZ,IRS Tax Audit Dept,202,7512544,Phone,9043
54407863,06/25/2014,False Church,VA,IRS,202,5068708,Phone Call: Landline,9043
54407867,06/25/2014,Bel Air,MD,IRS,202,6290972,Phone Call: Landline,9043
54407888,06/25/2014,Phoenix,AZ,IRS,202,7512565,Phone Call: Landline,9043
54407889,06/25/2014,,,IRS,202,5069650,Phone Call: Landline,9043
54407923,06/25/2014,Conyers,GA,IRS,202,4590973,Phone Call: Landline,9043
54407942,06/25/2014,Cleveland,OH,IRS,347,9497315,Phone Call: Landline,9043
54407972,06/25/2014,Walpole,MA,IRS,,,Phone Call: Landline,9043
54407991,06/25/2014,Oxen Hill,MD,IRS,202,4596109,Phone Call: Landline,9043
54407992,06/25/2014,Louisville,KY,IRS,415,2511037,Phone,9043
54407998,06/25/2014,Lexington,SC,IRS,202,5068051,Phone Call: Landline,9043
54408015,06/25/2014,Wilmington,DE,IRS,202,5069529,Phone,9043
54408063,06/25/2014,East Amherst,NY,INVESTIGATIVE BUREAU OF IRS,415,2519738,Phone Call: Landline,9043
54413776,06/25/2014,Midwest City,OK,IRS,202,7512543,Phone Call: Landline,9043
54413787,06/25/2014,Portsmouth,VA,IRS,202,8641267,Phone Call: Mobile/Cell,9043
54413834,06/25/2014,Medford,MA,Internal Revenue Service,202,5069650,Phone Call: Landline,9043
54413842,06/25/2014,Las Vegas,NV,IRS,844,2411465,Phone,9043
54413883,06/25/2014,Sterling,VA,IRS,202,5068713,Phone,9043
54413899,06/25/2014,Houston,TX,IRS,202,5068051,Phone Call: Mobile/Cell,9043
54413902,06/25/2014,Cordova,TN,IRS,202,2390605,Phone Call: Mobile/Cell,9043
54413905,06/25/2014,Southaven,MS,IRS,202,4596109,Phone Call: Landline,9043
54413944,06/25/2014,Kansas City,KS,IRS,571,9322009,Phone Call: Landline,9043
54413990,06/25/2014,Dalsonwood,GA,IRS,,202,Phone Call: Landline,9043
54414002,06/25/2014,Penn Valley,CA,IRS,844,8545524,Phone Call: Landline,9043
54414004,06/25/2014,Oceanside,CA,IRS,571,9322009,Phone,9043
54414029,06/25/2014,Montgomery,TX,Claimed to be from the IRS,844,8545521,Phone Call: Mobile/Cell,9043
54414035,06/25/2014,,,IRS,571,2863108,Phone Call: Mobile/Cell,9043
54414058,06/25/2014,Cambrige,MA,IRS,202,8641267,Phone,9043
54414081,06/25/2014,,,IRS,415,2515170,Phone,9043
54414097,06/25/2014,Radford,TN,IRS,559,8365616,Phone Call: Mobile/Cell,9043
54414107,06/25/2014,Las Vegas,NV,IRS,202,2413634,Phone,9043
54414118,06/25/2014,Garden Grove,CA,IRS,415,2518730,Phone Call: Landline,9043
54414121,06/25/2014,San Francisco,CA,IRS - fake,585,6331814,,9043
54414135,06/25/2014,Medford,NJ,IRS,202,5069225,Phone,9043
54414195,06/25/2014,Acton,MA,IRS,202,5069293,Phone Call: Landline,9043
54414208,06/25/2014,Saint Louis,MO,IRS,202,5069364,Phone Call: Landline,9043
54414232,06/25/2014,Saint Louis,MO,IRS,202,7472151,Phone Call: Landline,9043
54414237,06/25/2014,,,Internal Revenue Service Telephone Scam,202,5069524,Phone Call: Landline,9043
54414251,06/25/2014,Fullerton,CA,IRS,253,6173967,Phone Call: Landline,9043
54414259,06/25/2014,Philadelphia,PA,IRS (telephone scam),,,Phone Call: Landline,9043
54414270,06/25/2014,Vancouver,WA,Internal Revenue Service’s,202,5069529,Phone,9043
54414303,06/25/2014,Columbus,OH,IRS,786,3989367,Phone,9043
54414314,06/25/2014,Palo Alto,CA,IRS,800,6780507,Phone Call: Landline,9043
54414349,06/25/2014,Bellflower,CA,Internal Revenue Service,202,6290972,,9043
54414352,06/25/2014,Fresno|Fresno,CA|CA,IRS,202,2395657,Phone,9043
54414378,06/25/2014,Bakersfield,CA,IRS,202,5068051,Phone Call: Landline,9043
54414443,06/25/2014,Tallahassee,FL,IRS,202,5703749,Phone Call: Landline,9043
54414451,06/25/2014,Las Vegas,NV,IRS,415,2511037,Phone Call: Landline,9043
54414488,06/25/2014,Rome|Rome,GA|GA,IRS,202,5068045,Phone Call: Landline,9043
54414500,06/25/2014,Springfield,MO,IRS,202,8641112,Phone,9043
54414521,06/25/2014,Scott Township,PA,IRS,202,2392680,Phone Call: Landline,9043
54414574,06/25/2014,Cedar City,UT,Said he was from the IRS,202,5068045,Phone Call: Landline,9043
54414631,06/25/2014,,DE,IRS telephone scam,,,Phone Call: Landline,9043
54414639,06/25/2014,London,KY,IRS,202,4596109,Phone Call: Landline,9043
54414675,06/25/2014,Saint Louis,MO,IRS,202,7512543,Phone Call: Landline,9043
54414676,06/25/2014,Astoria,NY,IRS (allegedly),786,3507842,Phone Call: Landline,9043
54414735,06/25/2014,Erie,CO,IRS representative,202,5068738,Phone Call: Landline,9043
54414737,06/25/2014,Morrilton,AR,IRS,844,2411465,Phone Call: Landline,9043
54414739,06/25/2014,Mount Dora,FL,IRS,202,2417505,Phone Call: Landline,9043
54414750,06/25/2014,,,IRS,202,5069194,Phone Call: Mobile/Cell,9043
54414766,06/25/2014,Nyles,OH,IRS,202,5068045,Phone Call: Landline,9043
54420738,06/25/2014,N Olmstead,OH,IRS,202,2414054,Phone,9043
54420749,06/25/2014,,,He said he was from the IRS,,,Phone Call: Mobile/Cell,9043
54420817,06/25/2014,Honolulu,HI,Claims to be with IRS,202,7512566,Phone Call: Landline,9043
54420838,06/25/2014,Torrance,CA,IRS,202,8641112,Phone Call: Mobile/Cell,9043
54420843,06/25/2014,,,IRS,,,Phone Call: Landline,9043
54420854,06/25/2014,Muskegon,MI,"""IRS""",202,5069461,Phone Call: Landline,9043
54420864,06/25/2014,Houston,TX,IRS,415,2519138,,9043
54420874,06/25/2014,,MO,IRS,,,Phone Call: Mobile/Cell,9043
54420898,06/25/2014,,CO,IRS,,,Phone Call: Landline,9043
54420899,06/25/2014,Campbell,CA,IRS,415,2518730,Phone Call: Landline,9043
54420910,06/25/2014,Las Vegas,NV,IRS,202,2807844,Phone Call: Landline,9043
54420915,06/25/2014,Charlotte,NC,IRS,202,5069680,Phone,9043
54420975,06/25/2014,,,"Internal Revenue ""Services""",202,7512544,,9043
54420976,06/25/2014,,,IRS,202,5068413,,9043
54420986,06/25/2014,Boston,MA,IRS,202,5068708,Phone Call: Landline,9043
54420995,06/25/2014,Highland,IN,Internal Revenue Service.  (what the caller stated),,,Phone Call: Landline,9043
54421064,06/26/2014,,,US IRS Legal Dept,888,3749513,Phone Call: Landline,9043
54421070,06/26/2014,Santa Barbara,CA,IRS Tax Audit Department,877,3955794,,9043
54421100,06/26/2014,Harpers Ferry,WV,Internal Revenue Servie,202,5068060,Phone Call: Mobile/Cell,9043
54421103,06/26/2014,Canton,GA,IRS,,,Phone Call: Landline,9043
54421148,06/26/2014,Fairfax,VA,IRS,202,7512544,Phone Call: Landline,9043
54421161,06/26/2014,Jeffersonville,PA,IRS,202,2418934,Phone Call: Landline,9043
54421169,06/26/2014,,AL,IRS,202,2412158,Phone Call: Landline,9043
54421173,06/26/2014,Irving,TX,IRS,,,Phone Call: Landline,9043
54421195,06/26/2014,Bordentown,NJ,IRS,202,5069524,Phone Call: Mobile/Cell,9043
54421216,06/26/2014,,,IRS,,,,9043
54421232,06/26/2014,Laingsburg,MI,IRS,202,5068045,Phone,9043
54421271,06/26/2014,Monroe Township,NJ,IRS,202,3910968,Phone Call: Landline,9043
54421275,06/26/2014,Dayton,OH,IRS,202,2397019,Phone Call: Landline,9043
54421276,06/26/2014,Vancouver,,IRS phone scam,,,,9043
54421281,06/26/2014,Worchester,MA,IRS,202,6290972,Phone Call: Landline,9043
54421285,06/26/2014,Port Jefferson|Port Jefferson,NY|NY,IRS|Ymax Communications,202|,2414007|,Phone,9043|9046
54421288,06/26/2014,Brunswick,GA,IRS,202,4701419,Phone,9043
54421299,06/26/2014,Tucson,AZ,IRS/GE Loans,876,3131563,Phone,9043
54421313,06/26/2014,,,IRS,206,4144646,,9043
54421314,06/26/2014,,,"""IRS Tax Services""",917,3003102,,9043
54421319,06/26/2014,Wayzata,MN,IRS,202,2392680,Phone Call: Landline,9043
54421330,06/26/2014,Montgomery,AL,IRS,202,2417505,Phone,9043
54421356,06/26/2014,Red lion ,PA,IRS,,,Phone Call: Landline,9043
54421398,06/26/2014,,,IRS,202,8641255,Phone,9043
54421442,06/26/2014,Wellington,FL,IRS,202,8641138,Phone,9043
54421450,06/26/2014,Seattle|Seattle,WA|WA,IRS,206,4975911,Phone Call: Landline,9043
54421473,06/26/2014,Friday Harbor,WA,IRS,866,9788863,Phone Call: Landline,9043
54421478,06/26/2014,Frankfurt,KY,IRS,202,5069692,Phone Call: Landline,9043
54421529,06/26/2014,Ormond Beach,FL,Internal Revenue Service,202,2392680,Phone Call: Landline,9043
54421534,06/26/2014,San Jose,CA,IRS,,,,9043
54421565,06/26/2014,Murrysville,PA,Claiming from the IRS department,202,2807114,Phone Call: Mobile/Cell,9043
54421579,06/26/2014,Ephrata,PA,IRS,202,5068051,Phone Call: Landline,9043
54421603,06/26/2014,,GA,Irs,,,Phone Call: Landline,9043
54421619,06/26/2014,El Segundo,CA,IRS,,,Phone Call: Landline,9043
54421651,06/26/2014,Gaithersburg,MD,IRS,202,2390402,Phone Call: Landline,9043
54421655,06/26/2014,Saint Petersburg,FL,IRS,844,2444492,Phone Call: Mobile/Cell,9043
54421696,06/26/2014,Bakersfield,CA,IRS,415,2511037,Phone Call: Landline,9043
54421710,06/26/2014,,NY,Internal Revenue Service,202,5068708,Phone Call: Landline,9043
54432752,06/25/2014,,,IRS,202,2412158,,9043
54432762,06/25/2014,Meriden,CT,IRS,253,2362558,Phone Call: Landline,9043
54432798,06/25/2014,,,IRS,415,2515170,Phone Call: Landline,9043
54432803,06/25/2014,Strongsville,OH,IRS,202,3910968,Phone Call: Landline,9043
54432879,06/25/2014,Lago Vista,TX,IRS,202,2414025,Phone,9043
54432886,06/25/2014,San Jose,CA,IRS,415,2511037,Phone Call: Landline,9043
54432919,06/25/2014,Chicago,IL,IRS Officer,571,4020022,Phone Call: Landline,9043
54432926,06/25/2014,ST George,UT,IRS,202,7512544,Phone,9043
54432967,06/25/2014,Sin City,AZ,IRS,844,8545524,Phone Call: Landline,9043
54432968,06/25/2014,San Francisco,CA,IRS,202,2398723,Phone Call: Landline,9043
54432983,06/25/2014,Birmingham,AL,IRS,202,2392614,Phone Call: Landline,9043
54433005,06/25/2014,,,Internal Revenue Service,206,4140968,Phone Call: Mobile/Cell,9043
54433023,06/25/2014,Portland,OR,IRS,202,5069579,Phone,9043
54433031,06/25/2014,Fullerton,CA,IRS,415,2515170,Phone,9043
54433107,06/25/2014,Shoreline|Mukilteo,WA|WA,IRS,888,3810749,Phone Call: Landline,9043|9001
54433117,06/25/2014,Fullerton,CA,IRS,415,2511037,Phone Call: Landline,9043
54433121,06/25/2014,Las Vegas ,NV,IRS Criminal unit,,,Phone Call: Landline,9043
54433136,06/25/2014,,,IRS,202,7512544,Phone Call: Landline,9043
54433152,06/25/2014,Phoenix,AZ,IRS,202,2414025,Phone Call: Landline,9043
54433162,06/25/2014,Las Vegas,NV,IRS,516,2203819,Phone Call: Mobile/Cell,9043
54433163,06/25/2014,Tucson,AZ,IRS,202,8641267,Phone,9043
54433176,06/25/2014,Phoenix,AZ,IRS Tax Audit Department,888,3709574,Phone,9043
54433196,06/25/2014,Middletown|Middletown,NJ|NJ,IRS,202,2412158,Phone Call: Landline,9043
54433206,06/25/2014,,,IRS,202,4415325,Phone Call: Mobile/Cell,9043
54433207,06/25/2014,Jackson,NJ,IRS,202,2411370,Phone Call: Landline,9043
54433257,06/25/2014,Farmingdale,NY,IRS,202,5068708,Phone Call: Landline,9043
54433260,06/25/2014,Bellflower,CA,IRS Claimed to be,415,2518730,,9043
54433277,06/25/2014,Phoenix,AZ,IRS,202,7512544,Phone Call: Landline,9043
54433280,06/25/2014,Racine,WI,IRS,660,5951554,Phone Call: Landline,9043
54433287,06/25/2014,|Kanchanaburi,|,IRS,202,5069524,Phone,9043
54433304,06/25/2014,,CA,IRS,202,2416137,Phone Call: Landline,9043
54433321,06/25/2014,Joppa,MD,"""IRS Hotline""",202,6290987,Phone Call: Landline,9043
54433324,06/25/2014,,CA,Irs agent,,,Phone Call: Landline,9043
54433389,06/26/2014,Hagerstown,MD,IRS (IDENTIFIES THEMSELVES AS THIS),571,2863108,Phone Call: Landline,9043
54433394,06/26/2014,Jamul,CA,Said was with IRS,,,Phone Call: Landline,9043
54433473,06/26/2014,Minneapolis,MN,IRS,800,7671833,Phone Call: Landline,9043
54433484,06/26/2014,Akron,OH,IRS,202,2413122,Phone,9043
54433485,06/26/2014,Portland,OR,IRS,,,Phone Call: Mobile/Cell,9043
54433526,06/26/2014,Thomaston,GA,IRS,202,5068708,Phone Call: Landline,9043
54433553,06/26/2014,San Jose,CA,IRS,800,8291040,Phone Call: Landline,9043
54433557,06/26/2014,Nashua,NH,IRS,202,2412058,Phone Call: Landline,9043
54433571,06/26/2014,Woodstock,GA,IRS,202,5069240,Phone Call: Landline,9043
54433582,06/26/2014,,,IRS,,,Phone,9043
54433595,06/26/2014,Newburg,IN,IRS,202,4596109,Phone Call: Landline,9043
54433622,06/26/2014,,,Fake IRS,202,5068713,,9043
54433633,06/26/2014,East Kingston,NH,IRS,,,Phone Call: Landline,9043
54433662,06/26/2014,Lyndhurst,NJ,IRS,202,9050701,Phone,9043
54433713,06/26/2014,,,IRS,,,Phone Call: Landline,9043
54436120,06/26/2014,Hallsville,MO,IRS,202,5068087,Phone Call: Landline,9043
54436124,06/26/2014,,GA,IRS,,,,9043
54436135,06/26/2014,Spokane,WA,IRS,888,3709574,Phone,9043
54436142,06/26/2014,,,IRS,202,5068051,Phone Call: Landline,9043
54436194,06/26/2014,Newhall,CA,IRS,202,5068489,Phone,9043
54436216,06/26/2014,Sanford,NC,IRS,866,3493917,Phone Call: Landline,9043
54436236,06/26/2014,Plainfield,IL,IRS,864,6413066,Phone,9043
54436244,06/26/2014,Virginia Beach,VA,IRS,202,2412296,Phone Call: Landline,9043
54436255,06/26/2014,Waxahachie,TX,IRS,,,Phone Call: Mobile/Cell,9043
54436264,06/26/2014,Newark,NJ,IRS,585,6335383,Phone Call: Mobile/Cell,9043
54436267,06/26/2014,Loma Linda,CA,IRS,,,Phone Call: Landline,9043
54436324,06/26/2014,Charlotte,NC,IRS,,,Phone,9043
54436342,06/26/2014,Shoreham,VT,IRS,202,2142019,Phone,9043
54436350,06/26/2014,Friday Harbor,WA,IRS,253,6173967,Phone Call: Landline,9043
54436390,06/26/2014,Manhattan Beach,CA,Internal Revenue Service,202,5069108,,9043
54436420,06/26/2014,,KY,IRS,716,8102551,Phone Call: Landline,9043
54436454,06/26/2014,Clinton Twp,MI,IRS,202,8641138,Phone Call: Landline,9043
54436477,06/26/2014,Las Vegas,NV,claiming to be the IRS,415,2518730,Phone Call: Landline,9043
54436479,06/26/2014,Queens,NY,IRS,917,3003725,Phone Call: Mobile/Cell,9043
54436572,06/26/2014,Hurst,TX,IRS,888,3790745,Phone,9043
54436603,06/26/2014,,,IRS,202,5068051,Phone Call: Landline,9043
54436611,06/26/2014,Appleton,WI,IRS,202,6290986,Phone,9043
54436626,06/26/2014,Frederick,MD,IRS,202,6290987,Phone Call: Landline,9043
54436629,06/26/2014,Daly City,CA,IRS,202,2414929,Phone Call: Landline,9043
54436666,06/26/2014,,,IRS,,,Phone Call: Landline,9043
54436683,06/26/2014,Storres Mansfield,CT,IRS,415,2519738,Phone Call: Landline,9043
54436697,06/26/2014,Danville,CA,IRS,202,5068045,Phone Call: Landline,9043
54436709,06/26/2014,Thoms River,NJ,IRS,202,5069539,Phone,9043
54436727,06/26/2014,|,|,IRS,202,2418309,Phone Call: Landline,9043
54436730,06/26/2014,,,Internal Revenue Service,800,8291040,Phone Call: Landline,9043
54436745,06/26/2014,Moody,TX,IRS,844,2411465,Phone,9043
54436830,06/26/2014,Monence,IL,IRS,202,3387651,Phone,9043
54436839,06/26/2014,Niles,IL,IRS,847,3182800,Phone Call: Landline,9043
54436851,06/26/2014,Richmond,TX,IRS tax fraud,,,Phone Call: Landline,9043
54436874,06/26/2014,Camp Hill,PA,IRS,,,Phone Call: Landline,9043
54436926,06/26/2014,Palmdale,CA,IRS,855,8616190,Phone Call: Landline,9043
54436932,06/26/2014,,WY,Internal Revenue Service,202,5069240,Phone Call: Landline,9043
54436991,06/26/2014,Lafayette,CA,IRS Scam,202,5069692,Phone Call: Landline,9043
54437029,06/27/2014,Appleton,WI,"""Legal Affairs - US Dept of Treasury - IRS""",888,3749513,Phone Call: Landline,9043
54437043,06/27/2014,,,Internal Revenue Service,,,Phone Call: Landline,9043
54441973,06/26/2014,,CA,IRS,917,4604905,Phone Call: Landline,9043
54441997,06/26/2014,Bloomington,MN,IRS,202,7512543,Phone Call: Landline,9043
54442019,06/26/2014,Elizabethtown,KY,IRS,415,2511037,Phone Call: Landline,9043
54442105,06/26/2014,Murfreesboro,TN,IRS,571,2863107,Phone Call: Landline,9043
54442118,06/26/2014,,MA,IRS,206,4144000,Phone Call: Landline,9043
54442162,06/26/2014,Vallejo,CA,IRS,202,6290987,Phone Call: Landline,9043
54442295,06/26/2014,Lagrange,KY,IRS,202,5069579,Phone Call: Landline,9043
54442334,06/26/2014,Seattle,WA,IRS,202,8641255,Phone Call: Landline,9043
54442403,06/26/2014,San Antonio,TX,IRS,202,6290986,Phone Call: Landline,9043
54442415,06/26/2014,Lagrange,GA,IRS,202,5068713,Phone Call: Landline,9043
54442430,06/26/2014,Florissant,MO,IRS,844,2411465,Phone,9043
54442447,06/26/2014,Redonto Beach,CA,IRS,206,4144646,Phone,9043
54442448,06/26/2014,Silver Spring,MD,Internal Revenue Services,202,7512499,Phone Call: Landline,9043
54442455,06/26/2014,Fridley,MN,IRS,202,7512543,Phone Call: Landline,9043
54442649,06/26/2014,Mason,OH,IRS|Mega Millions,202|702,7690921|9009694,Phone Call: Landline,9043
54442686,06/26/2014,Lakewood,WA,IRS,888,3749513,Phone Call: Landline,9043
54442693,06/26/2014,,CA,IRS,202,5069524,Phone Call: Mobile/Cell,9043
54442699,06/26/2014,Crawfordville,FL,IRS,844,2444492,Phone Call: Mobile/Cell,9043
54442703,06/26/2014,Irvingdale,IA,IRS,415,2519738,Phone Call: Landline,9043
54442707,06/26/2014,Houston,TX,IRS,786,4841658,Phone Call: Landline,9043
54442720,06/26/2014,Carthage,MO,IRS,202,4596109,Phone Call: Landline,9043
54442723,06/26/2014,,NY,IRS,202,2411375,Phone Call: Landline,9043
54442735,06/26/2014,Boise,ID,IRS,415,2515170,Phone Call: Mobile/Cell,9043
54442774,06/26/2014,West Covina,CA,IRS,888,3810749,Phone Call: Landline,9043
54442776,06/26/2014,Las Vegas,NV,IRS,202,4703367,Phone Call: Landline,9043
54442782,06/26/2014,Saint Louis|Saint Louis,MO|MO,IRS,202,7512543,Phone Call: Landline,9043
54442784,06/26/2014,Reno,NV,IRS,888,3734592,Phone,9043
54442812,06/26/2014,Las Vegas,NV,IRS,202,4703367,Phone Call: Landline,9043
54442820,06/26/2014,Carmel,IN,IRS,415,2519738,Phone Call: Mobile/Cell,9043
54442825,06/26/2014,Soulsbyville,CA,IRS,202,5068713,Phone Call: Mobile/Cell,9043
54442838,06/26/2014,Ann Arbor,MI,IRS,415,2511037,Phone Call: Mobile/Cell,9043
54442847,06/26/2014,Ft. Worth,TX,IRS,202,7512544,Phone Call: Landline,9043
54442851,06/26/2014,,,IRS,202,7512543,Phone Call: Landline,9043
54442870,06/26/2014,Carlisle,KY,IRS,979,7055132,Phone Call: Landline,9043
54442889,06/26/2014,Concord,CA,IRS,202,2415251,Phone,9043
54442892,06/26/2014,Bath,NH,IRS,202,4596109,Phone Call: Landline,9043
54442900,06/26/2014,Napa,CA,IRS,,,,9043
54442941,06/26/2014,Charlotte,NC,IRS,,,,9043
54442948,06/26/2014,Sunnyvale,CA,irs,202,5068738,Phone Call: Landline,9043
54448451,06/27/2014,Norwood,MA,IRS,202,5068708,Phone Call: Landline,9043
54448454,06/27/2014,Towson,MD,IRS ,202,5068738,Phone Call: Landline,9043
54448498,06/27/2014,Bethel,CT,IRS,202,5068602,Phone Call: Landline,9043
54448499,06/27/2014,Daytona Beach,FL,IRS,202,5069418,Phone,9043
54448504,06/27/2014,Tuscaloosa,AL,IRS Attorney's office,202,2392614,,9043
54448505,06/27/2014,Charleston,WV,IRS,202,5068713,Phone,9043
54448530,06/27/2014,Hollywood,FL,IRS,844,8545521,Phone,9043
54448562,06/27/2014,Farmington,NM,IRS,877,7662161,Phone Call: Landline,9043
54448564,06/27/2014,Nibley,UT,Irs scam,,,,9043
54448582,06/27/2014,Bellevue,WA,IRS,206,5121426,Phone Call: Landline,9043
54448606,06/27/2014,Kimberly,WI,IRS,888,3749513,Phone Call: Landline,9043
54448621,06/27/2014,Waltham,MA,IRS,415,2519738,Phone Call: Landline,9043
54448629,06/27/2014,,,IRS,202,2413122,Phone Call: Landline,9043
54448648,06/27/2014,Gaithersburg,MD,IRS,888,3709574,Phone Call: Landline,9043
54448679,06/27/2014,Arlington|Crofton,VA|MD,IRS,202,5069539,Phone Call: Landline,9043
54448689,06/27/2014,Newton,MA,IRS,202,5068708,Phone,9043
54448700,06/27/2014,Philadelphia,PA,IRS,888,3709574,Phone Call: Landline,9043
54448717,06/27/2014,Medford,MA,IRS,202,5068708,Phone,9043
54448729,06/27/2014,Manchester,NH,Internal Revenue Service3,,,Phone Call: Landline,9043
54448745,06/27/2014,Philadelphia,PA,IRS,,,Phone Call: Mobile/Cell,9043
54448796,06/27/2014,Halifax,MA,IRS,917,3003725,Phone,9043
54448799,06/27/2014,,,IRS,202,7512543,Phone Call: Landline,9043
54448863,06/27/2014,Aurora,CO,IRS,202,4701419,Phone Call: Landline,9043
54448871,06/27/2014,Streamwood,IL,IRS,202,5068713,Phone Call: Landline,9043
54448930,06/27/2014,Portland,OR,IRS,,,Phone Call: Landline,9043
54448955,06/27/2014,Alna,ME,IRS,888,3749513,Phone,9043
54448956,06/27/2014,Libertyville,IL,IRS,202,7512543,Phone Call: Landline,9043
54448968,06/27/2014,,,IRS,,,Phone Call: Landline,9043
54448993,06/27/2014,Downey,CA,IRS 202,202,3910968,,9043
54449006,06/27/2014,Los Angeles,CA,IRS,202,2397104,Phone Call: Landline,9043
54449014,06/27/2014,Mansfield,TX,IRS,202,7512543,Phone Call: Landline,9043
54449030,06/27/2014,Monroe,NC,IRS,,,Phone Call: Landline,9043
54449035,06/27/2014,Lakewood,WA,IRS|Federal Crime Enforcement Network,202|646,5069364|5031213,Phone Call: Landline,9043
54449037,06/27/2014,Norristown,PA,IRS,,80046946631,Phone Call: Landline,9043
54449045,06/27/2014,Memphis,TN,IRS,,,Phone Call: Mobile/Cell,9043
54449119,06/27/2014,Laporte,TX,IRS,202,2412158,Phone Call: Landline,9043
54449137,06/27/2014,Aurora,CO,IRS,202,2414959,Phone,9043
54449138,06/27/2014,,,IRS,202,5068051,Phone Call: Landline,9043
54449140,06/27/2014,Mountain View,CA,IRS,844,2411465,Phone Call: Landline,9043
54449151,06/27/2014,Chandler,AZ,Internal Revenue Service,,378,Phone Call: Mobile/Cell,9043
54449197,06/27/2014,Cincinatti,OH,IRS,202,2397104,Phone Call: Landline,9043
54449207,06/27/2014,,,IRS,206,4364730,Phone Call: Mobile/Cell,9043
54449209,06/27/2014,Fremont,CA,IRS,202,7512543,Phone Call: Landline,9043
54449230,06/27/2014,Augusta,GA,IRS,202,5069108,Phone Call: Landline,9043
54449254,06/27/2014,Union City|Union City,NJ|NJ,IRS,202,5069461,Phone Call: Landline,9043
54449281,06/27/2014,Virginia Beach|Virginia Beach,VA|VA,IRS,202,5068708,Phone Call: Landline,9043
54449282,06/27/2014,Houston|,TX|,IRS,202,2418934,Phone Call: Landline,9043
54449329,06/27/2014,Canton,OH,IRS|Microsoft,202|,5069680|,Phone,9043
54449349,06/27/2014,CORNELIUS|CORNELIUS,OR|OR,IRS,202,2417701,Phone Call: Landline,9043
54449363,06/27/2014,Haymarket,VA,said with IRS,202,5069680,Phone Call: Landline,9043
54449379,06/27/2014,Lafayette,CO,IRS,202,5068087,Phone Call: Landline,9043
54449393,06/27/2014,Lincolnton,NC,IRS Tax Fraud Investigations,215,8963556,Phone Call: Landline,9043
54449413,06/27/2014,Jamaica,NY,IRS,718,2987550,Phone Call: Landline,9043
54449414,06/27/2014,Cary,NC,IRS,877,3914356,Phone Call: Landline,9043
54457340,06/26/2014,Gilford,NH,IRS|USCIS,202|800,5068045|3755283,Phone Call: Landline,9043
54457378,06/26/2014,,IN,IRS,,,,9043
54457385,06/26/2014,,,IRS,206,4144000,,9043
54457403,06/26/2014,Little Rock,CA,IRS,206,4975911,Phone Call: Landline,9043
54457409,06/26/2014,Anderson,SC,IRS,202,4590973,Phone Call: Mobile/Cell,9043
54457415,06/26/2014,,MA,IRS ,,,Phone Call: Mobile/Cell,9043
54457420,06/26/2014,Piscataway,NJ,IRS|Not Provided,202|202,5068418|2414908,,9043
54457422,06/26/2014,Commerce,TX,IRS,202,5069505,Phone Call: Mobile/Cell,9043
54457448,06/26/2014,,CA,Internal Revenue Service,202,2411375,Phone Call: Landline,9043
54457475,06/26/2014,Lexa,AR,IRS,202,5068418,Phone,9043
54457483,06/26/2014,Killeen|Killeen,TX|TX,IRS,202,2414908,Phone,9043
54457487,06/26/2014,Perth Amboy,NJ,IRS,,,Phone Call: Landline,9043
54457508,06/26/2014,Hadley,PA,IRS,202,6290972,Phone Call: Landline,9043
54457510,06/26/2014,Stephens City,VA,IRS,374,9497315,Phone Call: Landline,9043
54457525,06/26/2014,Albuquerque,NM,IRS,,,Phone Call: Landline,9043
54457529,06/26/2014,Tualatin,OR,IRS,202,2414908,Phone Call: Landline,9043
54457568,06/26/2014,,,IRS ,,,,9043
54457800,06/27/2014,Bay City,MI,IRS,415,2512005,Phone Call: Landline,9043
54457803,06/27/2014,Fort Lauderdale,FL,IRS,888,5084591,Phone Call: Landline,9043
54457805,06/27/2014,Struthers,OH,IRS,202,6290987,Phone,9043
54457821,06/27/2014,,,IRS,202,4701419,Phone Call: Mobile/Cell,9043
54457824,06/27/2014,Duluth,GA,Imposter IRS Representative,202,7512540,Phone Call: Landline,9043
54457843,06/27/2014,Stateville,NC,IRS,202,5068051,Phone Call: Mobile/Cell,9043
54457847,06/27/2014,Muskegon,MI,IRS,202,5069692,Phone,9043
54457854,06/27/2014,Charlotte,NC,IRS,773,7478709,Phone,9043
54457856,06/27/2014,Pewaukee,WI,IRS,253,6173967,Phone Call: Landline,9043
54457871,06/27/2014,East Lyme,CT,IRS,202,4596109,Phone Call: Landline,9043
54457887,06/27/2014,Clearwater,,IRS  Telephone Scam,,,Phone Call: Mobile/Cell,9043
